registration,source_path,source_line,hotkeyToken,hotkey,scopeId,parentScopeId,description,displayPriority,handlerPriority,condition,hide,runWithInputFocused,activateCommandScope,activateCommandScopeId,registrationType,tags,keywords,dynamic_context,raw_excerpt,review_status
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,127,TOKENS.channel.editMessage,'e',messageListScope,,'Edit message',,,"() => { if (!canRunSelectionActionHotkeys()) return false; const msg = getSelectedMessage(); return canEditSelectedMessageFromHotkey({ hasSelection: true, isEditing: options.isEditing(), isOwnMessage: !!msg && msg.sender_id === options.userId(), }); }",,,,,,,,False,"{ scopeId: messageListScope, hotkey: 'e', hotkeyToken: TOKENS.channel.editMessage, description: 'Edit message', condition: () => { if (!canRunSelectionActionHotkeys()) return false; const msg = getSelectedMessage(); return canEditSelectedMessageFromHotkey({ hasSelection: true, isEditing: options.isEditing(), isOwnMessage: !!msg && msg.sender_id === options.userId(), }); }, keyDownHandler: () => { const msg = getSel",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,150,TOKENS.channel.deleteMessage,'backspace',messageListScope,,'Delete message',,,"() => { if (!canRunSelectionActionHotkeys()) return false; const msg = getSelectedMessage(); return canDeleteSelectedMessageFromHotkey({ hasSelection: true, isEditing: options.isEditing(), isOwnMessage: !!msg && msg.sender_id === options.userId(), isBotMessage: !!msg && isBotMessage(msg), }); }",,,,,,,,False,"{ scopeId: messageListScope, hotkey: 'backspace', hotkeyToken: TOKENS.channel.deleteMessage, description: 'Delete message', condition: () => { if (!canRunSelectionActionHotkeys()) return false; const msg = getSelectedMessage(); return canDeleteSelectedMessageFromHotkey({ hasSelection: true, isEditing: options.isEditing(), isOwnMessage: !!msg && msg.sender_id === options.userId(), isBotMessage: !!msg && isBotMessage(msg),",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,174,TOKENS.channel.clearSelection,'escape',messageListScope,,'Clear selection',,,hasSelection,,,,,,,,False,"{ scopeId: messageListScope, hotkey: 'escape', hotkeyToken: TOKENS.channel.clearSelection, description: 'Clear selection', condition: hasSelection, keyDownHandler: () => { options.selection.clear(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,186,TOKENS.channel.focusPreviousMessage,'arrowup',inputScope,,'Select last message',,,options.isInputEmpty,,true,,,,,,False,"{ scopeId: inputScope, hotkey: 'arrowup', hotkeyToken: TOKENS.channel.focusPreviousMessage, description: 'Select last message', runWithInputFocused: true, condition: options.isInputEmpty, keyDownHandler: () => { const id = options.selection.selectPrevious(); if (id) { options.navigation()?.markUserIntent('up'); options.navigation()?.scrollToId(id, { align: 'nearest' }); messageListEl?.focus(); } return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,205,TOKENS.channel.findInChannel,'cmd+f',,,'Find in channel',,,,,true,,,,,,True,"{ scopeId, hotkey: 'cmd+f', hotkeyToken: TOKENS.channel.findInChannel, description: 'Find in channel', runWithInputFocused: true, keyDownHandler: () => { options.onOpenFindBar(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Input/ChannelInput.tsx,392,,['escape'],,,'block escape from moving up scope',,,,true,true,,,,,,False,"{ scopeId, description: 'block escape from moving up scope', hotkey: ['escape'], runWithInputFocused: true, hide: true, keyDownHandler: () => { // Block upstream escape handlers when ESC should close inline menus. return markdownEditor.controls.isInlineMenuOpen(); }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Input/TaskComposer.tsx,212,,'cmd+enter',composerHotkeyScope,,'Create task and send',,,,,true,,,,,,False,"{ hotkey: 'cmd+enter', scopeId: composerHotkeyScope, description: 'Create task and send', keyDownHandler: () => { void handleSend(); return true; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,78,TOKENS.channel.expandThread,'arrowright',scope,,'Enter thread',,HOTKEY_PRIORITY_HIGH,() => options.isSelected() && options.hasReplies(),,,,,'add',,,False,"{ scopeId: scope, hotkey: 'arrowright', hotkeyToken: TOKENS.channel.expandThread, description: 'Enter thread', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: () => options.isSelected() && options.hasReplies(), keyDownHandler: () => { options.expandThread(); const id = options.replySelection.selectFirst(); if (id) { requestAnimationFrame(() => scrollMessageIntoView(id)); } return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,96,TOKENS.channel.threadPreviousReply,'arrowup',scope,,'Previous reply',,HOTKEY_PRIORITY_HIGH,() => options.isThreadFocused() && options.isThreadExpanded(),,,,,'add',,,False,"{ scopeId: scope, hotkey: 'arrowup', hotkeyToken: TOKENS.channel.threadPreviousReply, description: 'Previous reply', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: () => options.isThreadFocused() && options.isThreadExpanded(), keyDownHandler: () => { const before = options.replySelection.selectedId(); const id = options.replySelection.selectPrevious(); if (id && id !== before) { scrollMessageIntoView(id);",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,116,TOKENS.channel.threadNextReply,'arrowdown',scope,,'Next reply',,HOTKEY_PRIORITY_HIGH,() => options.isThreadFocused() && options.isThreadExpanded(),,,,,'add',,,False,"{ scopeId: scope, hotkey: 'arrowdown', hotkeyToken: TOKENS.channel.threadNextReply, description: 'Next reply', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: () => options.isThreadFocused() && options.isThreadExpanded(), keyDownHandler: () => { const id = options.replySelection.selectNext(); if (id) { scrollMessageIntoView(id); return true; } options.replySelection.clear(); return false;",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,135,TOKENS.channel.threadCollapse,'arrowleft',scope,,'Collapse thread',,HOTKEY_PRIORITY_HIGH,() => options.isThreadFocused() && options.isThreadExpanded(),,,,,'add',,,False,"{ scopeId: scope, hotkey: 'arrowleft', hotkeyToken: TOKENS.channel.threadCollapse, description: 'Collapse thread', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: () => options.isThreadFocused() && options.isThreadExpanded(), keyDownHandler: () => { options.collapseThread(); options.replySelection.clear(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,150,TOKENS.channel.threadExit,'escape',scope,,'Exit thread',,HOTKEY_PRIORITY_HIGH,options.isThreadFocused,,,,,'add',,,False,"{ scopeId: scope, hotkey: 'escape', hotkeyToken: TOKENS.channel.threadExit, description: 'Exit thread', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: options.isThreadFocused, keyDownHandler: () => { options.replySelection.clear(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,164,TOKENS.channel.threadReply,'enter',scope,,'Reply to thread',,HOTKEY_PRIORITY_HIGH,"() => canReplyToThreadFromHotkey({ isThreadFocused: options.isThreadFocused(), isEditing: options.isEditing(), })",,,,,'add',,,False,"{ scopeId: scope, hotkey: 'enter', hotkeyToken: TOKENS.channel.threadReply, description: 'Reply to thread', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: () => canReplyToThreadFromHotkey({ isThreadFocused: options.isThreadFocused(), isEditing: options.isEditing(), }), keyDownHandler: () => { const parentMsg = options.parentMessage(); const actions = options.getMessageActions(parentMsg); act",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,184,TOKENS.channel.threadEditReply,'e',scope,,'Edit reply',,HOTKEY_PRIORITY_HIGH,"() => { if (options.isEditing()) return false; const replyId = options.replySelection.selectedId(); if (!replyId) return false; const reply = getReplyById(replyId); return canEditThreadReplyFromHotkey({ isThreadFocused: options.isThreadFocused(), isEditing: options.isEditing(), hasSelectedReply: !!replyId, isOwnReply: !!reply && reply.sender_id === options.userId(), }); }",,,,,'add',,,False,"{ scopeId: scope, hotkey: 'e', hotkeyToken: TOKENS.channel.threadEditReply, description: 'Edit reply', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: () => { if (options.isEditing()) return false; const replyId = options.replySelection.selectedId(); if (!replyId) return false; const reply = getReplyById(replyId); return canEditThreadReplyFromHotkey({ isThreadFocused: options.isThreadFocused(), i",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,214,TOKENS.channel.threadDeleteReply,'backspace',scope,,'Delete reply',,HOTKEY_PRIORITY_HIGH,"() => { if (options.isEditing()) return false; const replyId = options.replySelection.selectedId(); if (!replyId) return false; const reply = getReplyById(replyId); return canDeleteThreadReplyFromHotkey({ isThreadFocused: options.isThreadFocused(), isEditing: options.isEditing(), hasSelectedReply: !!replyId, isOwnReply: !!reply && reply.sender_id === options.userId(), isBotReply: !!reply && isBotMessage(reply), }); }",,,,,'add',,,False,"{ scopeId: scope, hotkey: 'backspace', hotkeyToken: TOKENS.channel.threadDeleteReply, description: 'Delete reply', registrationType: 'add', handlerPriority: HOTKEY_PRIORITY_HIGH, condition: () => { if (options.isEditing()) return false; const replyId = options.replySelection.selectedId(); if (!replyId) return false; const reply = getReplyById(replyId); return canDeleteThreadReplyFromHotkey({ isThreadFocused: options.isThreadFocuse",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,249,TOKENS.channel.cancelReply,'escape',replyInputScope,,'Cancel reply',,,,,true,,,,,,False,"{ scopeId: replyInputScope, hotkey: 'escape', hotkeyToken: TOKENS.channel.cancelReply, description: 'Cancel reply', runWithInputFocused: true, keyDownHandler: () => { options.setIsReplying(false); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/chat/SoupChatInput.tsx,57,TOKENS.chat.input.focus,'cmd+j',splitPanelContext.splitHotkeyScope,,'Focus AI chat',,,,,,,,,,,False,"{ hotkey: 'cmd+j', scopeId: splitPanelContext.splitHotkeyScope, hotkeyToken: TOKENS.chat.input.focus, description: 'Focus AI chat', keyDownHandler: () => { editor.controls.focus(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,378,,"['arrowdown', 'ctrl+j']",hotkeyScope,,'Move selection down',,,,true,true,,,,,,False,"{ hotkey: ['arrowdown', 'ctrl+j'], scopeId: hotkeyScope, description: 'Move selection down', keyDownHandler: () => { const items = filteredItems(); if (items.length === 0) return false; if ( CommandState.selectedIndex() >= items.length - 1 && (pagination?.hasMore() || pagination?.isLoadingMore()) ) { if (!pagination?.isLoadingMore()) void pagination?.loadMore(); return true; } return listController.selectNext();",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,398,,"['arrowup', 'ctrl+k']",hotkeyScope,,'Move selection up',,,,true,true,,,,,,False,"{ hotkey: ['arrowup', 'ctrl+k'], scopeId: hotkeyScope, description: 'Move selection up', keyDownHandler: () => { const items = filteredItems(); if (items.length === 0) return false; return listController.selectPrevious(); }, runWithInputFocused: true, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,411,,'enter',hotkeyScope,,'Select item',,,,,true,,,,,,False,"{ hotkey: 'enter', scopeId: hotkeyScope, description: 'Select item', keyDownHandler: () => { const item = selectedItem(); if (item) { handleItemAction(item, false); return true; } return false; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,426,,'shift+enter',hotkeyScope,,'Open in new split',,,,,true,,,,,,False,"{ hotkey: 'shift+enter', scopeId: hotkeyScope, description: 'Open in new split', keyDownHandler: () => { const item = selectedItem(); if (item) { handleItemAction(item, true); return true; } return false; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,441,,'escape',hotkeyScope,,'Close command menu',,,,true,true,,,,,,False,"{ hotkey: 'escape', scopeId: hotkeyScope, description: 'Close command menu', keyDownHandler: () => { // If in command scope, go back to main menu if (CommandState.commandScopeCommands().length > 0) { CommandState.clearCommandScopeCommands(); CommandState.setSelectedIndex(0); setActiveScope(hotkeyScope); return true; } // Entity action mode and normal mode both close the menu CommandState.close(); return true;",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,462,,'backspace',hotkeyScope,,'Go back',,,,true,true,,,,,,False,"{ hotkey: 'backspace', scopeId: hotkeyScope, description: 'Go back', keyDownHandler: () => { // Only handle if query is empty if (CommandState.query() !== '') { return false; } // If in command scope, go back if (CommandState.commandScopeCommands().length > 0) { CommandState.clearCommandScopeCommands(); CommandState.setSelectedIndex(0); setActiveScope(hotkeyScope); return true; } // Entity action mo",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,485,,'tab',hotkeyScope,,'Next category',,,,true,true,,,,,,False,"{ hotkey: 'tab', scopeId: hotkeyScope, description: 'Next category', keyDownHandler: () => { const currentIndex = CATEGORIES.findIndex( (c) => c.id === CommandState.categoryFilter() ); const nextIndex = (currentIndex + 1) % CATEGORIES.length; CommandState.setCategoryFilter(CATEGORIES[nextIndex].id); return true; }, runWithInputFocused: true, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/CommandMenu.tsx,501,,'shift+tab',hotkeyScope,,'Previous category',,,,true,true,,,,,,False,"{ hotkey: 'shift+tab', scopeId: hotkeyScope, description: 'Previous category', keyDownHandler: () => { const currentIndex = CATEGORIES.findIndex( (c) => c.id === CommandState.categoryFilter() ); const prevIndex = (currentIndex - 1 + CATEGORIES.length) % CATEGORIES.length; CommandState.setCategoryFilter(CATEGORIES[prevIndex].id); return true; }, runWithInputFocused: true, hide: true, }",mechanical-needs-manual-review
registerScope,apps/web/src/features/command/FavoritesCommands.tsx,15,,,FAVORITES_COMMAND_SCOPE,'global',,,,,,,,,,,,False,"{ parentScopeId: 'global', scopeId: FAVORITES_COMMAND_SCOPE, type: 'command', }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/FavoritesCommands.tsx,55,,,'global',,'Favorites',,,() => (favoritesData()?.favorites.length ?? 0) > 0,,,,FAVORITES_COMMAND_SCOPE,,,FAVORITES_KEYWORDS,False,"{ scopeId: 'global', description: 'Favorites', // An empty sub-view is a dead end, so hide the command until the user // has favorites. condition: () => (favoritesData()?.favorites.length ?? 0) > 0, keyDownHandler: () => true, activateCommandScopeId: FAVORITES_COMMAND_SCOPE, keywords: FAVORITES_KEYWORDS, icon: Star, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/FavoritesCommands.tsx,77,,,FAVORITES_COMMAND_SCOPE,,() => favoriteDisplayName(favorite),,,,,true,,,,,,True,"{ scopeId: FAVORITES_COMMAND_SCOPE, // A callback so each render re-reads the preview cache, where // names resolve (and renames land), warmed by the sidebar's // favorite rows. description: () => favoriteDisplayName(favorite), keyDownHandler: () => { openFavorite(favorite); return true; }, commandPaletteIcon: (props) => ( <FavoriteIcon favorite={favorite} class={props.class} />",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,737,item.hotkeyToken,item.hotkey,launcherScope,,item.description,,,,,,,,,,,True,"{ hotkeyToken: item.hotkeyToken, hotkey: item.hotkey, scopeId: launcherScope, description: item.description, keyDownHandler: () => { return runLauncherItem(item, false); }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,748,item.altHotkeyToken,`shift+${item.hotkey}` as ValidHotkey,launcherScope,,`${item.description} in new split`,,,,,,,,,,,True,"{ hotkeyToken: item.altHotkeyToken, hotkey: `shift+${item.hotkey}` as ValidHotkey, scopeId: launcherScope, description: `${item.description} in new split`, keyDownHandler: () => { return runLauncherItem(item); }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,760,,'c',launcherScope,,'Close Launcher',,,createMenuOpen,,,,,,,,False,"{ hotkey: 'c', scopeId: launcherScope, description: 'Close Launcher', condition: createMenuOpen, keyDownHandler: () => { setCreateMenuOpen(false); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,771,,"['arrowup', 'ctrl+k', 'shift+tab']",launcherScope,,'Navigate up',,,,,true,,,,,,False,"{ hotkey: ['arrowup', 'ctrl+k', 'shift+tab'], scopeId: launcherScope, description: 'Navigate up', keyDownHandler: (event) => { event?.preventDefault(); return listController.selectPrevious(); }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,782,,"['arrowdown', 'ctrl+j', 'tab']",launcherScope,,'Navigate down',,,,,true,,,,,,False,"{ hotkey: ['arrowdown', 'ctrl+j', 'tab'], scopeId: launcherScope, description: 'Navigate down', keyDownHandler: (event) => { event?.preventDefault(); return listController.selectNext(); }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,793,,'escape',launcherScope,,'Exit',,,,,,,,,,,False,"{ hotkey: 'escape', scopeId: launcherScope, description: 'Exit', keyDownHandler: () => { props.onClose(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,803,,'shift+enter',launcherScope,,'Open in new split',7,,,,true,,,,,,False,"{ hotkey: 'shift+enter', scopeId: launcherScope, description: 'Open in new split', keyDownHandler: () => { return runLauncherItem(blocks()[focusedIndex()]); }, runWithInputFocused: true, displayPriority: 7, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/command/Launcher.tsx,814,,'enter' as ValidHotkey,launcherScope,,'Open in current split',8,,,,true,,,,,,False,"{ hotkey: 'enter' as ValidHotkey, scopeId: launcherScope, description: 'Open in current split', keyDownHandler: () => { return runLauncherItem(blocks()[focusedIndex()]); }, runWithInputFocused: true, displayPriority: 8, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/bulk-edit/BulkMoveToProjectView.tsx,58,,"['arrowdown', 'ctrl+j']",moveToProjectHotkeyScopeId,,'Down',,,,,true,,,,,,False,"{ hotkey: ['arrowdown', 'ctrl+j'], scopeId: moveToProjectHotkeyScopeId, description: 'Down', keyDownHandler: () => { if (isCreatingFolder()) return false; const items = flattenedProjects().items; if (items.length === 0) return false; const currentIndex = focusedIndex(); const nextIndex = currentIndex === -1 ? 0 : Math.min(currentIndex + 1, items.length - 1); setFocusedIndex(nextIndex);",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/bulk-edit/BulkMoveToProjectView.tsx,88,,"['arrowup', 'ctrl+k']",moveToProjectHotkeyScopeId,,'Up',,,,,true,,,,,,False,"{ hotkey: ['arrowup', 'ctrl+k'], scopeId: moveToProjectHotkeyScopeId, description: 'Up', keyDownHandler: () => { if (isCreatingFolder()) return false; const items = flattenedProjects().items; if (items.length === 0) return false; const currentIndex = focusedIndex(); const prevIndex = currentIndex === -1 ? items.length - 1 : Math.max(currentIndex - 1, 0); setFocusedIndex(prevIndex);",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/bulk-edit/BulkMoveToProjectView.tsx,118,,['arrowright'],moveToProjectHotkeyScopeId,,'Expand',,,,,true,,,,,,False,"{ hotkey: ['arrowright'], scopeId: moveToProjectHotkeyScopeId, description: 'Expand', keyDownHandler: () => { if (isCreatingFolder()) return false; const items = flattenedProjects().items; const currentIndex = focusedIndex(); if (currentIndex === -1) return false; const currentProject = items[currentIndex]; if (currentProject && !searchQuery()) { const tree = projectTree(); const hasChildren =",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/bulk-edit/BulkMoveToProjectView.tsx,166,,['arrowleft'],moveToProjectHotkeyScopeId,,'Collapse',,,,,true,,,,,,False,"{ hotkey: ['arrowleft'], scopeId: moveToProjectHotkeyScopeId, description: 'Collapse', keyDownHandler: () => { if (isCreatingFolder()) return false; const items = flattenedProjects().items; const currentIndex = focusedIndex(); if (currentIndex === -1) return false; const currentProject = items[currentIndex]; if (currentProject && !searchQuery()) { const isExpanded = expandedProjects()[currentProject.id];",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/entity-modal/MoveToProjectView.tsx,53,,['arrowdown'],moveToProjectHotkeyScopeId,,'Down',,,,,true,,,,,,False,"{ hotkey: ['arrowdown'], scopeId: moveToProjectHotkeyScopeId, description: 'Down', keyDownHandler: () => { const items = flattenedProjects.items; if (items.length === 0) return false; const currentIndex = focusedIndex(); const nextIndex = currentIndex === -1 ? 0 : Math.min(currentIndex + 1, items.length - 1); setFocusedIndex(nextIndex); // Update selection const nextProject = items",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/entity-modal/MoveToProjectView.tsx,82,,['arrowup'],moveToProjectHotkeyScopeId,,'Up',,,,,true,,,,,,False,"{ hotkey: ['arrowup'], scopeId: moveToProjectHotkeyScopeId, description: 'Up', keyDownHandler: () => { const items = flattenedProjects.items; if (items.length === 0) return false; const currentIndex = focusedIndex(); const prevIndex = currentIndex === -1 ? items.length - 1 : Math.max(currentIndex - 1, 0); setFocusedIndex(prevIndex); // Update selection const prevProject = items[pre",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/entity-modal/MoveToProjectView.tsx,111,,['arrowright'],moveToProjectHotkeyScopeId,,'Expand',,,,,true,,,,,,False,"{ hotkey: ['arrowright'], scopeId: moveToProjectHotkeyScopeId, description: 'Expand', keyDownHandler: () => { const items = flattenedProjects.items; const currentIndex = focusedIndex(); if (currentIndex === -1) return false; const currentProject = items[currentIndex]; if (currentProject && !searchQuery()) { // Check if project has children and is not expanded const tree = projectTree(); const hasChildr",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/entity/entity-modal/MoveToProjectView.tsx,156,,['arrowleft'],moveToProjectHotkeyScopeId,,'Collapse',,,,,true,,,,,,False,"{ hotkey: ['arrowleft'], scopeId: moveToProjectHotkeyScopeId, description: 'Collapse', keyDownHandler: () => { const items = flattenedProjects.items; const currentIndex = focusedIndex(); if (currentIndex === -1) return false; const currentProject = items[currentIndex]; if (currentProject && !searchQuery()) { // Check if project is expanded const isExpanded = expandedProjects()[currentProject.id]; if (",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/home/home.tsx,205,TOKENS.block.focus,'enter',splitPanelContext.splitHotkeyScope,,'Focus Chat Input',,,,true,,,,,,,False,"{ hotkey: 'enter', scopeId: splitPanelContext.splitHotkeyScope, description: 'Focus Chat Input', keyDownHandler: () => { editor.controls.focus(); return true; }, hotkeyToken: TOKENS.block.focus, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,176,TOKENS.entity.action.markDone,['e'],,,'Mark done',10,,() => { if (!canUseMarkDoneHotkey()) return false; const entity = getEntity(); return entity !== undefined && markDone.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['e'], hotkeyToken: TOKENS.entity.action.markDone, scopeId, description: 'Mark done', keyDownHandler: runMarkDone, condition: () => { if (!canUseMarkDoneHotkey()) return false; const entity = getEntity(); return entity !== undefined && markDone.canExecute(entity); }, displayPriority: 10, tags: [HotkeyTags.SelectionModification], }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,193,,,,,'Mark done',10,,() => { if (canUseMarkDoneHotkey()) return false; const entity = getEntity(); return entity !== undefined && markDone.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ scopeId, description: 'Mark done', keyDownHandler: runMarkDone, condition: () => { if (canUseMarkDoneHotkey()) return false; const entity = getEntity(); return entity !== undefined && markDone.canExecute(entity); }, displayPriority: 10, tags: [HotkeyTags.SelectionModification], }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,206,,,,,'Delete item',10,,() => { const entity = getEntity(); return entity !== undefined && deleteAction.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ scopeId, description: 'Delete item', keyDownHandler: () => { const entity = getEntity(); if (!entity) return false; if (!deleteAction.canExecute(entity)) return false; deleteAction.execute([entity]); return true; }, condition: () => { const entity = getEntity(); return entity !== undefined && deleteAction.canExecute(entity); }, displayPriority: 10, tags: [HotkeyTags.SelectionModification],",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,224,TOKENS.entity.action.rename,['r'],,,'Rename item',10,,() => { const entity = getEntity(); return entity !== undefined && renameAction.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['r'], hotkeyToken: TOKENS.entity.action.rename, scopeId, description: 'Rename item', keyDownHandler: () => { const entity = getEntity(); if (!entity) return false; if (!renameAction.canExecute(entity)) return false; renameAction.execute([entity]); return true; }, condition: () => { const entity = getEntity(); return entity !== undefined && renameAction.canExecute(entity); }, d",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,245,TOKENS.entity.action.favorite,['opt+f'],,,() => { const entity = getEntity(); return entity && favoriteAction.isFavorited(entity) ? 'Unfavorite' : 'Favorite'; },10,,() => { const entity = getEntity(); return entity !== undefined && favoriteAction.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['opt+f'], hotkeyToken: TOKENS.entity.action.favorite, scopeId, description: () => { const entity = getEntity(); return entity && favoriteAction.isFavorited(entity) ? 'Unfavorite' : 'Favorite'; }, keyDownHandler: () => { const entity = getEntity(); if (!entity) return false; if (!favoriteAction.canExecute(entity)) return false; favoriteAction.execute([entity]); return true;",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,270,,,,,'Duplicate item',10,,() => { const entity = getEntity(); return entity !== undefined && copyAction.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ scopeId, description: 'Duplicate item', keyDownHandler: () => { const entity = getEntity(); if (!entity) return false; if (!copyAction.canExecute(entity)) return false; copyAction.execute([entity]); return true; }, condition: () => { const entity = getEntity(); return entity !== undefined && copyAction.canExecute(entity); }, displayPriority: 10, tags: [HotkeyTags.SelectionModification],",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,289,TOKENS.entity.action.moveToFolder,['m'],,,'Move to folder',10,,() => { const entity = getEntity(); return entity !== undefined && moveToProjectAction.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['m'], hotkeyToken: TOKENS.entity.action.moveToFolder, scopeId, description: 'Move to folder', keyDownHandler: (e) => { const entity = getEntity(); if (!entity) return false; e?.AT_TARGET; if (!moveToProjectAction.canExecute(entity)) return false; moveToProjectAction.execute([entity]); return true; }, condition: () => { const entity = getEntity(); return entity !== undefined && mov",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,311,TOKENS.entity.action.copyLink,['shift+cmd+c'],,,'Copy link',10,,() => { const entity = getEntity(); return entity !== undefined && copyLinkAction.canExecute(entity); },,true,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+c'], hotkeyToken: TOKENS.entity.action.copyLink, scopeId, description: 'Copy link', keyDownHandler: () => { const entity = getEntity(); if (!entity) return true; if (!copyLinkAction.canExecute(entity)) return true; copyLinkAction.execute([entity]); return true; }, condition: () => { const entity = getEntity(); return entity !== undefined && copyLinkAction.canExecute(entity);",mechanical-needs-manual-review
