command_identity,description,hotkeys,scope,parent_scope,shadowing_priority,conditions,hide_rules,input_focus_behavior,browser_or_native,handler_intent,target_react_command_id,telemetry,accessible_alternative,target_disposition,parity_test,source_path,source_line,source_commit,manual_review_notes
code.escape,Escape code editor,escape,code-mirror-editor DOM scope,block/split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,blur the CodeMirror content DOM,code.blur,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: code.escape,apps/web/src/features/block-code/component/CodeMirror.tsx,82,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.reply-all-opt,Reply all to message,opt+r,email block hotkey scope (per thread block),split -> global,displayPriority=8; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,reply-all to focused message,email.reply-all,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,needs-owner-ruling,parity: email.reply-all-opt,apps/web/src/features/block-email/util/emailHotkeys.ts,32,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"conditionally registered only when caller passes replyAllToFocusedMessage; sole caller Email.tsx omits it, so this command is currently DORMANT ('r' is wired to reply-all instead) - needs-owner-ruling on whether to keep"
email.reply,Reply to message,r,email block hotkey scope (per thread block),split -> global,displayPriority=9; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open reply composer for focused (or latest) message - Email.tsx wires this to reply-all semantics,email.reply,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.reply,apps/web/src/features/block-email/util/emailHotkeys.ts,42,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.forward,Forward message,f,email block hotkey scope (per thread block),split -> global,displayPriority=7; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open forward composer,email.forward,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.forward,apps/web/src/features/block-email/util/emailHotkeys.ts,51,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.mark-done,Mark done,e,email block hotkey scope (per thread block),split -> global,displayPriority=10; override,thread not done,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,archive/mark thread done,email.mark-done,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.mark-done,apps/web/src/features/block-email/util/emailHotkeys.ts,59,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.mark-not-done,Mark as not done,shift+e,email block hotkey scope (per thread block),split -> global,displayPriority=10; override,thread done and reversible (has inbound message),,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,un-done the thread,email.mark-not-done,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.mark-not-done,apps/web/src/features/block-email/util/emailHotkeys.ts,68,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.mark-unread,Mark as unread,u,email block hotkey scope (per thread block),split -> global,displayPriority=9; override,thread not marked unread,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,mark thread unread,email.mark-unread,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.mark-unread,apps/web/src/features/block-email/util/emailHotkeys.ts,77,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.mark-read,Mark as read,shift+u,email block hotkey scope (per thread block),split -> global,displayPriority=9; override,thread marked unread,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,mark thread read,email.mark-read,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.mark-read,apps/web/src/features/block-email/util/emailHotkeys.ts,86,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.block-sender,Block sender,(none - command menu only),email block hotkey scope (per thread block),split -> global,displayPriority=5; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,block sender of thread,email.block-sender,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.block-sender,apps/web/src/features/block-email/util/emailHotkeys.ts,95,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,unkeyed command-menu-only
email.mark-sender-signal,Mark sender as Signal,(none - command menu only),email block hotkey scope (per thread block),split -> global,displayPriority=5; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,classify sender as signal,email.mark-sender-signal,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.mark-sender-signal,apps/web/src/features/block-email/util/emailHotkeys.ts,102,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,unkeyed command-menu-only
email.mark-sender-noise,Mark sender as Noise,(none - command menu only),email block hotkey scope (per thread block),split -> global,displayPriority=5; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,classify sender as noise,email.mark-sender-noise,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.mark-sender-noise,apps/web/src/features/block-email/util/emailHotkeys.ts,109,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,unkeyed command-menu-only
email.previous-message,Previous message,arrowup,email block hotkey scope (per thread block),split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus previous message in thread,email.previous-message,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.previous-message,apps/web/src/features/block-email/util/emailHotkeys.ts,116,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.next-message,Next message,arrowdown,email block hotkey scope (per thread block),split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus next message in thread,email.next-message,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.next-message,apps/web/src/features/block-email/util/emailHotkeys.ts,123,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.focus-reply,Reply to message (enter),enter,email block hotkey scope,split -> global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"expand focused collapsed message, else open reply-all composer for it; with no focus, reply to latest",email.enter-reply,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.focus-reply,apps/web/src/features/block-email/component/Email.tsx,531,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,registered via registerScopeSignalHotkey (scope is a signal) - MISSED by mechanical registerHotkey scan
email.collapse-message,Collapse message,escape,email block hotkey scope,split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"clear active reply, else collapse expanded non-last message; manual editable-focus guard in handler",email.escape-collapse,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.collapse-message,apps/web/src/features/block-email/component/Email.tsx,559,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,registered via registerScopeSignalHotkey - MISSED by mechanical scan; handler re-implements input-focus suppression manually
email.send,Send email,cmd+enter,compose-email DOM scope (inline reply),email block -> split -> global,displayPriority=9; override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,send the reply (no-op when scheduled sendTime set),email.send,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.send,apps/web/src/features/block-email/component/BaseInput.tsx,1189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.send-mark-done,Send and mark done,shift+cmd+enter,compose-email DOM scope (inline reply),email block -> split -> global,displayPriority=10; override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,send reply then mark thread done,email.send-and-mark-done,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.send-mark-done,apps/web/src/features/block-email/component/BaseInput.tsx,1203,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.compose-arrowup-to-thread,Select last message,arrowup,compose-email DOM scope (inline reply),email block -> split -> global,override,editor root focused and body empty,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"when composer body empty and focused, blur editor and focus last thread message",email.compose-focus-thread,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.compose-arrowup-to-thread,apps/web/src/features/block-email/component/BaseInput.tsx,1217,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shadows email.previous-message while composer focused
email.close-reply,Close reply,escape,compose-email DOM scope (inline reply),email block -> split -> global,displayPriority=8; override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,empty draft: delete draft and close; else return focus to message,email.close-reply,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.close-reply,apps/web/src/features/block-email/component/BaseInput.tsx,1251,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.toggle-side-panel,Toggle Side Panel,],split panel DOM scope,global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle right side panel when it has sections,block.toggle-side-panel,"hotkey_use (global keypress tracker, debounced for repeats)",side panel toggle button,preserve,parity: email.toggle-side-panel,apps/web/src/features/block-email/component/TopBar.tsx,64,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
email.compose.edit-to,"Edit ""To"" recipients",shift+cmd+o,compose-email DOM scope (full compose),split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus To recipients selector; no-op when compose disabled,email.compose.edit-to,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.compose.edit-to,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,70,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shouldReturnFocusOnClose=false
email.compose.edit-cc,"Edit ""Cc"" recipients",shift+cmd+c,compose-email DOM scope (full compose),split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,reveal (if hidden) and focus Cc selector; no-op when compose disabled,email.compose.edit-cc,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.compose.edit-cc,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,84,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shouldReturnFocusOnClose=false
email.compose.edit-bcc,"Edit ""Bcc"" recipients",shift+cmd+b,compose-email DOM scope (full compose),split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,reveal (if hidden) and focus Bcc selector; no-op when compose disabled,email.compose.edit-bcc,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.compose.edit-bcc,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,103,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shouldReturnFocusOnClose=false
email.compose.edit-subject,Edit subject,shift+cmd+s,compose-email DOM scope (full compose),split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus subject input; no-op when compose disabled,email.compose.edit-subject,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.compose.edit-subject,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,122,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shouldReturnFocusOnClose=false
email.compose.edit-message,Edit message,shift+cmd+m,compose-email DOM scope (full compose),split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus message body editor; no-op when compose disabled,email.compose.edit-message,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.compose.edit-message,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,136,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shouldReturnFocusOnClose=false
email.compose.send,Send email,cmd+enter,compose-email DOM scope (full compose),split -> global,displayPriority=10; override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,send composed email (no-op when disabled or scheduled),email.send,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: email.compose.send,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,150,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,hotkeyToken passed as raw string 'email.send' rather than TOKENS constant
md.compose-skill.create,Create skill,cmd+enter,compose-skill DOM scope (popover),(detached popover),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,create the skill document and open it in new split,skill.create,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: md.compose-skill.create,apps/web/src/features/block-md/component/ComposeSkill.tsx,333,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
md.compose-task.create,Create task,cmd+enter,task-compose DOM scope (popover),(detached popover),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,create the task with properties and close composer,task.create,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: md.compose-task.create,apps/web/src/features/block-md/component/ComposeTask.tsx,744,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
md.find,Find in Document,cmd+f,markdown block scope,split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"open/focus find-and-replace bar; when already focused, close",md.find,"hotkey_use (global keypress tracker, debounced for repeats)",toolbar find button,preserve,parity: md.find,apps/web/src/features/block-md/component/FindAndReplace.tsx,265,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,re-registered per scope change (createEffect)
md.history.next-version,Next version,arrowup,markdown history scope,split -> global,displayPriority=10; override,history panel open,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,select previous (older? labeled Next) version in history list and scroll to it,md.history.up,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: md.history.next-version,apps/web/src/features/block-md/component/History.tsx,467,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,reuses TOKENS.channel.moveUp token
md.history.previous-version,Previous version,arrowdown,markdown history scope,split -> global,displayPriority=10; override,history panel open,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,select next version in history list,md.history.down,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: md.history.previous-version,apps/web/src/features/block-md/component/History.tsx,490,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,reuses TOKENS.channel.moveDown token
md.focus-editor,Focus Title or Markdown Editor,enter,markdown block scope,split -> global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"focus title editor when doc unnamed, else focus markdown editor at root start",md.focus-editor,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: md.focus-editor,apps/web/src/features/block-md/component/Notebook.tsx,223,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
md.copy-branch-name,Copy branch name,shift+cmd+b,markdown block scope,split -> global,override,block is a task (isTask),,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,copy task branch name to clipboard (tasks only),task.copy-branch-name,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: md.copy-branch-name,apps/web/src/features/block-md/component/TopBar.tsx,85,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,re-registered on scope change; earlier registration leaked (cleanupKbShortcut never reassigned) - known quirk
md.toggle-side-panel,Toggle Side Panel,],split panel DOM scope,global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle right side panel when it has sections,block.toggle-side-panel,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: md.toggle-side-panel,apps/web/src/features/block-md/component/TopBar.tsx,129,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
md.format.bold,Bold,cmd+b,markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'bold' and refocus editor,md.format.bold,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.bold,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.format.italic,Italic,cmd+i,markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'italic' and refocus editor,md.format.italic,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.italic,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.format.underline,Underline,cmd+u,markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'underline' and refocus editor,md.format.underline,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.underline,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.format.strikethrough,Strikethrough,shift+cmd+x,markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'strikethrough' and refocus editor,md.format.strikethrough,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.strikethrough,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.format.highlight,Highlight,shift+cmd+h,markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'highlight' and refocus editor,md.format.highlight,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.highlight,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.format.inline-code,Inline code,cmd+e,markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'inline-code' and refocus editor,md.format.inline-code,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.inline-code,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.format.superscript,Superscript,(none - command menu only),markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'superscript' and refocus editor,md.format.superscript,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.superscript,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.format.subscript,Subscript,(none - command menu only),markdown block scope,split -> global,override,,hidden when editor lacks focus (condition wrapper),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,dispatch Lexical FORMAT_TEXT_COMMAND 'subscript' and refocus editor,md.format.subscript,"hotkey_use (global keypress tracker, debounced for repeats)",markdown toolbar buttons,preserve,parity: md.format.subscript,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from INLINE_FORMATS loop (8 static). proxiedHotkey=true for keyed entries: keystroke handled by Lexical itself; hotkey system only displays it and runs handler from command menu
md.insert.paragraph,Paragraph,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'paragraph' on the Lexical editor and refocus,md.insert.paragraph,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.paragraph,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.heading1,Heading 1,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'heading1' on the Lexical editor and refocus,md.insert.heading1,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.heading1,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.heading2,Heading 2,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'heading2' on the Lexical editor and refocus,md.insert.heading2,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.heading2,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.heading3,Heading 3,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'heading3' on the Lexical editor and refocus,md.insert.heading3,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.heading3,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.quote,Quote,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'quote' on the Lexical editor and refocus,md.insert.quote,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.quote,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.code-block,Code block,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'code-block' on the Lexical editor and refocus,md.insert.code-block,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.code-block,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.bullet-list,Bulleted list,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'bullet-list' on the Lexical editor and refocus,md.insert.bullet-list,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.bullet-list,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.numbered-list,Numbered list,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'numbered-list' on the Lexical editor and refocus,md.insert.numbered-list,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.numbered-list,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.checklist,Checklist,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'checklist' on the Lexical editor and refocus,md.insert.checklist,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.checklist,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.image,Image,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'image' on the Lexical editor and refocus,md.insert.image,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.image,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
