interface_or_capability,method,source_repo,source_pin,source_path,source_line,caller_surface,input_output_semantics,state_owner,authorization_boundary,reads_side_effects,subscriptions_callbacks,ordering_idempotency,target_disposition,compatibility_adapter,contract_or_parity_test,migration_dependency,review_status,notes
Overseer,approveAction,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1401,useResolveAction.ts,(id) -> void; pending action approved AND performed on approval,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,executes gatekeeper action,result surfaces via ActionsSubscriber + chat,transition pending->approved only; re-approve semantics pin in test,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,rejectAction,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1405,useResolveAction.ts,(id) -> void; notifies gatekeeper it will never be approved,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes action state,via ActionsSubscriber,transition pending->rejected only,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,listHooks,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1411,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),() -> BoundHookInfo[]; workspace-wide (each entry names gadgetId it wakes; per-gadget view filters),Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,enableHook,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1414,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(id) -> void; callbacks begin flowing,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes hook state; starts async wakeups,none,idempotent write,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,disableHook,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1417,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(id) -> void; callbacks stop,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes hook state,none,idempotent write,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,deleteHook,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1420,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(id) -> void; permanent, implies disable",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,deletes hook,none,destructive,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,setAutoApprovedActionKind,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1429,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(gatekeeperId, ActionKind) -> void; future autoApprovable actions with that tag auto-apply AND matching already-pending actions applied immediately; rules are workspace-wide per gatekeeper",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes rule + applies pending actions now,applications surface via ActionsSubscriber,re-enable harmless; immediate-apply side effect NOT idempotent in effect,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Immediate application of pending actions is the sharp edge - parity test.
Overseer,removeAutoApprovedActionKind,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1433,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(gatekeeperId, tag) -> void; matching actions require manual approval again",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,removes rule,none,idempotent write,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,listAutoApprovedActionKinds,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1436,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"() -> [{gatekeeperId, actionKind}]",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,listPreApprovableActions,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1440,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"() -> PreApprovableAction[]; aggregated from bound gatekeepers' getAutoApprovableActions(), with alreadyEnabled",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only (fans out to gatekeepers),none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,acceptConnectionRequest,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1448,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(requestId, {gatekeeperId}) -> void; caller must have already created the gatekeeper; binds it into chat env under agent-chosen name, updates inline card, RESUMES agent",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes request state + chat binding; resumes agent turn,card update re-delivered via AiChatSubscriber,one-shot transition,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Caller-creates-then-accepts protocol: two calls (newGatekeeper + this) form the accept flow.
Overseer,denyConnectionRequest,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1452,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(requestId) -> void; updates card; does NOT resume agent (user decides next),Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes request state,card update via AiChatSubscriber,one-shot transition,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,subscribeToActions,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1456,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(ActionsSubscriber, startAfter?) -> handle; upserts; startAfter replays actions changed after timestamp",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read + subscription,ActionsSubscriber callbacks,replay-then-ready; in-order; resumable,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
Overseer,listChats,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1459,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),() -> AiChatMetadata[],Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,listModels,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1463,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),() -> AiChatAuthorInfo[]; first entry = default; OWNER's models (differs from AuthenticatedApi.listModels for shared workspaces),Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Same name as AuthenticatedApi.listModels but different scope - keep both.
Overseer,getChatHistory,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1474,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(chatId, beforeSequence?) -> AiChatHistoryPage; absent = current tail; pages bounded below by compaction checkpoints (compacted.to feeds next beforeSequence); SUBSCRIBE FIRST to avoid missing messages",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,subscribe-before-fetch ordering documented; pagination by checkpoint,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,getChatMessage,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1477,backend only (2 refs); no FE caller found,"(chatId, sequence) -> AiChatMessage | undefined",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,subscribeToChat,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1490,ChatInterface.tsx,"(AiChatSubscriber, startAfter?) -> handle; all threads; startAfter (past date) replays from that date for reconnect; client should subscribe on load BEFORE listChats/backfills (initiate-before, need not await)",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read + subscription,AiChatSubscriber callbacks incl. streaming,initiate-before-read ordering documented; in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
Overseer,listSlashCommands,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1494,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"() -> SlashCommandChoice[]; from gatekeepers attached to this gadget incl. ambient, plus built-in /compact",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only (fans out),none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,newChat,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1506,"ChatInterface.tsx, routes/index.tsx","(initialMessage: string|SlashCommandRequest, modelId|null (null = human-only chat), capsules?, attachments?, formats?) -> chatId; slash commands always create visible event; slash requests cannot carry capsules/attachments",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,creates chat thread; may start agent,activity via AiChatSubscriber,not idempotent (new chat per call),preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,sendChatMessage,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1519,ChatInterface.tsx,"(chatId, message: string|SlashCommandRequest, modelId|null, capsules?, attachments?, formats?) -> void; starts LLM if not running; no-message slash command commits only invocation event, agent does not run",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,appends message; may start agent turn,via AiChatSubscriber,not idempotent (append),preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,uploadChatAttachment,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1528,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(ChatAttachmentUpload {mimeType, bytes, name?}, modelId|null) -> ChatAttachmentHandle; upload-before-send; modelId gates raw-file support for provider",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,stores attachment bytes,handle passed back into newChat/sendChatMessage,not idempotent (new handle per call),preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,getChatAttachmentContent,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1533,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(chatId, id) -> Uint8Array; images already inlined in ChatAttachmentRef - this is for on-demand non-image download",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,deleteChatAttachment,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1536,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(id) -> void; for attachments removed before sending,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,deletes uploaded-but-unsent attachment,none,destructive,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,setChatTitle,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1540,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(chatId, title) -> void; usually auto-generated from first message",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes chat metadata,metadata via AiChatSubscriber,idempotent write,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,mergeChanges,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1547,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(chatId, mergeThrough|null, options {includeDraft?}) -> void; merges proposed changes through sequence into mainline; includeDraft first materializes live draft into a durable changes message and includes it",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes mainline code + merge message; finalizes provisional gadgets/bindings,merge message + code updates via subscribers,sequence-ordered; interacts with revert history,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Merge/revert/draft trio is the core versioning contract - dedicated parity suite.
Overseer,revertChanges,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1553,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(chatId, revertFrom) -> void; erases changes from sequence onward from Yjs history; later merges exclude them; deletes provisionally-created gadgets/bindings covered",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,rewrites history; deletes provisional artifacts,revert message via subscribers,sequence-ordered; destructive,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,finalizeChatDraft,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1557,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(chatId) -> void; materialize live draft into one durable changes message WITHOUT merging,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,converts draft layer to message,draftCleared + changes message via subscribers,one-shot per draft,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,discardChatDraftChanges,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1560,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(chatId) -> void; drop live draft, durable changes messages untouched",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,deletes draft layer,draftCleared via subscribers,idempotent-ish (no draft = no-op expected; pin),preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,deleteChat,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1563,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(chatId) -> void,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,deletes thread,deleted() via AiChatSubscriber,destructive,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,stopAgent,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1571,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(chatId) -> void; cancel ongoing LLM session; metadata update delivered BEFORE return; no-op if idle,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,cancels agent run,metadata via AiChatSubscriber,EXPLICITLY idempotent (no-op when idle); happens-before return documented,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,retryAgent,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1577,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(chatId, modelId) -> void; restart agent on existing history without new user message; no-op if agent already running",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,starts agent turn,via AiChatSubscriber,guarded no-op if running,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,subscribeToConsoleLogs,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1586,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(ConsoleLogSubscriber) -> handle; live-only (logs not stored - must be subscribed when they happen),Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,subscription only,ConsoleLogSubscriber.event batches,live-only; no replay,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,No-storage semantics: a rewrite that buffers logs changes the contract.
Overseer,listBlueprints,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1594,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),() -> BlueprintGadgetSummary[]; blueprints created from this workspace's gadgets,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,updateBlueprint,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1606,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(blueprintId, options {title?, description?, updateCode?, updateBindings?, screenshot?|null}) -> void; atomic multi-field update, single propagation pass; >=1 option required; updateCode snapshots committed code + bumps version",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes blueprint + propagates to User DO/KV/R2,none,atomic batch; not idempotent when updateCode bumps version,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,deleteBlueprint,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1615,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(blueprintId) -> void; cleans KV, R2, User DO, local storage",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,multi-store delete,none,destructive,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,retryBlueprintPublish,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1619,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(blueprintId) -> void; re-run failed propagation (dirty flag),Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,repairs propagation,none,idempotent repair,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,listObserverRequirements,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1628,ShareModal.tsx,"(role) -> ObserverBindingNeed[]; what a recipient with role must verify before opening; informational - grants nothing, mints nothing",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,listCollaborators,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1631,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),() -> CollaboratorInfo[]; available to owner AND all collaborators,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,addCollaborator,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1637,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(username, role, note?) -> CollaboratorInfo | null (null = no such account); caller may not grant role above own effective role",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes permission edge,none,role-ceiling enforced; duplicate-add semantics pin in test,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,removeCollaborator,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1654,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(profileId, keepUsers) -> AffectedCollaborator[]; owner removes anyone, non-owner only own edges; keepUsers re-parents transitive users onto caller; returns users whose access actually changed",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,rewrites permission graph,none,graph surgery; preview first via previewRemoveCollaborator,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Transitive re-parenting semantics are intricate - port tests directly from sharing.md behavior.
Overseer,previewRemoveCollaborator,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1661,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(profileId) -> AffectedCollaborator[] that WOULD change; empty = target unaffected (has surviving edges),Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only (pure preview),none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,createShareLink,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1673,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(role, note?) -> {key (hex 128-bit, never stored raw - HMAC-SHA-256 hash kept), linkId}; role ceiling = caller's effective role",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,creates link + first key,none,not idempotent (new key/link per call),preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Raw-key-never-stored property is a security invariant to preserve.
Overseer,newShareLinkKey,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1678,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(linkId) -> {key}; old keys stay valid; revoking link revokes all its keys together,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,mints additional key,none,not idempotent,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
